dealerid,leadstatustypename,LeadTypeName,LeadTypeID,CustomerCreatedUTC,LeadCreatedUTC,leadsourcename,SalesPersonFirstName,SalesPersonLastName,firstname,lastname,middlename,email,emailalt,VehicleYear,VehicleMake,VehicleModel,VehicleVIN,VehicleStockNumber,SoldDateUTC,DoNotCall,DoNotEmail,DoNotMail
4282,Sold,Phone,3,7/14/15 19:51,4/18/24 15:52,Service Drive,Frederick Harrell,Desrochers,Michael Lee,Clark,Lynn,stephanie00@wyatt.com,gonzalezcody@johnston-roberts.com,2024,Honda,CR-V,7FARS4H44RE020822,4H1186S,4/18/24 17:07,FALSE,TRUE,FALSE
4282,Sold,Internet,1,8/1/15 21:34,8/1/15 20:28,Thirdparty,Emily Blair,Alhado,John Smith,Tobin,C,deborah51@faulkner-howard.com,deborah51@faulkner-howard.com,2015,Honda,Odyssey,5FNRL5H42FB127197,5H1524,8/8/15 4:00,FALSE,FALSE,FALSE
4282,Sold,Import,4,8/28/15 19:12,9/11/10 0:00,DMS Sales,Michael Ellis,Genao,Caitlyn Maxwell,Sivanandam,,anthony84@gomez.org,cmcdonald@gomez.org,2010,Honda,CR-V,5J6RE4H32AL098392,0H1355,9/11/10 4:00,FALSE,FALSE,FALSE
4282,Lost,Internet,1,9/18/15 13:43,3/28/24 21:15,Hds Program Lead - Get E-Price,Anthony Ruiz,Perez,Thomas Jenkins,Oneill,,iwilliams@gomez.org,,2024,Honda,Accord Sedan,1HGCY1F37RA054482,4H1171,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,10/4/15 16:38,4/15/24 15:55,Repeat Customer,Frederick Harrell,Desrochers,Kendra Rodriguez,Adamson,Turner,randymccarty@thompson-stafford.com,etaylor@cardenas.org,2021,Honda,Passport,5FNYF8H54MB022431,4H892-1,4/15/24 17:14,FALSE,FALSE,FALSE
4282,,,,10/13/15 17:48,,,Benjamin Shelton,Moronta,Jonathan Williams,Augeri,,mcguirejason@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,10/16/15 16:08,4/17/24 20:41,Atamian Honda Website,Frederick Harrell,LeDuc,Christopher Kramer,Kulakowski,,lsilva@johnston-roberts.com,,2024,Honda,CR-V,2HKRS4H70RH480857,4H1200,4/18/24 15:23,FALSE,TRUE,FALSE
4282,Sold,Internet,1,10/23/15 13:29,10/23/15 13:29,Honda Website,Norma Fisher,Ramey,William Gonzalez,Ju,,cbowen@gomez.org,cbowen@gomez.org,2016,Honda,Pilot,5FNYF6H52GB032299,6H192,10/24/15 4:00,FALSE,FALSE,FALSE
4282,Bad,Internet,1,11/16/15 17:55,4/15/24 7:53,Thirdparty Honda -,Francisco Romero,Pena,Rebecca Sandoval,Ober,Jonathan,yangkevin@johnston-roberts.com,,2024,Honda,Civic,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,11/18/15 17:58,10/23/22 13:31,BlackBookOnline,Theresa Mays,Marinos,Meghan Henderson,Cain,,fsnyder@moon.com,fsnyder@moon.com,2019,Honda,Fit,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,1/24/16 20:08,3/17/24 0:06,Capital One,Heather Welch,Buonopane,Jennifer Lynch,Kim,,meyermichael@gomez.org,,2024,Honda,Civic Type R,JHMFL5G4XRX002221,4H950,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,7/21/16 23:38,7/21/16 23:38,Truecar/Truecar,Norma Fisher,Ramey,Steven Hanson IV,Montague,,laurarivera@faulkner-howard.com,,2016,Honda,Civic,,,,FALSE,FALSE,FALSE
4282,Lost,Walk-in,2,8/8/16 17:53,8/8/16 17:53,Repeat Customer,Frederick Harrell,LeDuc,Caroline Clark,Shpritzer,Ann,yrichardson@johnston-roberts.com,,2016,Honda,CR-V,2HKRM4H76GH697515,6H1789,,FALSE,FALSE,FALSE
4282,Active,Phone,3,8/23/16 15:44,4/14/24 20:57,Repeat Customer,Jonathan Williams,Holder,Brian Scott,Mosley,Tyrone,jperry@johnston-roberts.com,waterstiffany@robinson.com,2024,Honda,Accord Hybrid,1HGCY2F89RA052329,4H1144,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,9/4/16 15:59,9/4/16 15:59,Location,Elizabeth Houston,Lemus,Nicholas Guerrero,Zurkus,S,mariagarcia@schneider.info,,2016,Honda,Odyssey,5FNRL5H38GB131022,6H1735,9/12/16 4:00,FALSE,TRUE,FALSE
4282,Lost,Internet,1,9/26/16 16:52,11/29/23 11:16,Thirdparty Honda,Jeremy Wood,Torra,Valerie Pacheco,Sorth,,alexanderjohnson@johnston-roberts.com,,2024,Honda,Pilot,5FNYG1H81RB019279,4H486,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,11/12/16 16:41,10/16/21 18:44,Target ReVo Mailer,Jonathan Williams,Holder,Jason Carroll,Meehan,M,karen85@moreno.com,yoderamber@stark.org,2021,Honda,CR-V,2HKRW2H98MH681456,1H1347,10/16/21 21:10,FALSE,FALSE,FALSE
4282,Active,Internet,1,2/13/17 17:13,4/17/24 19:04,Hds Program Lead - Get E-Price,Heather Welch,Buonopane,Crystal Shaw,Ford,,mnelson@gomez.org,ukeith@johnston-roberts.com,2021,Honda,Pilot,5FNYF6H51MB082543,AZ6386,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,2/17/17 16:33,2/18/23 18:09,Atamian Honda Website,Emily Blair,Alhado,Paul Phillips,Cameron,M,pecksandra@gomez.org,pecksandra@gomez.org,2023,Honda,CR-V Hybrid,7FARS6H94PE020629,3H503,3/18/23 20:49,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,4/19/17 17:09,4/17/24 13:40,Location,Emily Blair,Alhado,James Mcclure,Lane,P,robert61@johnston-roberts.com,,2023,Nissan,Murano,5N1AZ2BSXPC141070,AZ6293,4/17/24 14:04,FALSE,TRUE,FALSE
4282,Sold,Phone,3,6/7/17 14:47,6/7/17 14:02,Honda Dealer.Com Sales,Francisco Romero,Pena,Melanie Preston,Scholl,,teresa28@gomez.org,,2014,Honda,Civic,2HGFB2F50EH525972,7H465-1,6/7/17 17:30,FALSE,TRUE,FALSE
4282,Active,Phone,3,6/19/17 19:30,4/17/24 23:04,Service Drive,Benjamin Shelton,Moronta,Cassandra Hunt,Provencher,,,,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,7/3/17 14:22,7/3/17 14:22,Thirdparty,Frederick Harrell,LeDuc,John Smith,Treddin,,ohernandez@johnston-roberts.com,,2017,Honda,Ridgeline,5FPYK3F89HB025074,7H595S,7/10/17 17:12,FALSE,FALSE,FALSE
4282,,,,8/30/17 17:23,,,Jonathan Williams,Holder,Michelle Morgan,Spencer,,gregory84@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,9/12/17 20:20,7/11/22 5:38,Capital One Digital Retail,John Lamb,Perez,Charles Barnett,Silva,F,nicole05@johnston-roberts.com,,2023,Honda,HR-V,3CZRZ2H79PM708193,3H029,9/1/22 15:56,FALSE,FALSE,FALSE
4282,Active,Phone,3,11/28/17 23:31,4/13/24 20:25,Service Drive,Benjamin Shelton,Moronta,Melinda Harrington,Pimentel,Marie,yrodriguez@johnston-roberts.com,yrodriguez@johnston-roberts.com,2024,Honda,Civic Sedan,2HGFE1F77RH325213,4H903,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,12/24/17 4:31,12/24/17 4:31,Edmunds,John Lamb,Perez,Caitlin Miller,Vuong,,joesnyder@moon.com,kelsey74@moon.com,2018,Honda,Accord,1HGCV1F1XJA091635,8H566,2/2/18 21:51,FALSE,TRUE,FALSE
4282,,,,1/17/18 22:32,,,Emily Blair,Alhado,Kaitlin Gregory,Condor,,broberts@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,2/1/18 20:44,10/7/23 15:40,Service Drive,Francisco Romero,Pena,James Mcclure,Rubin,,dustin19@stark.org,,2024,Honda,CR-V,2HKRS4H75RH424767,4H259,,FALSE,FALSE,FALSE
4282,,,,2/26/18 19:44,,,Thomas Chavez,Marte,Nathan Kim,Mountcastle,,,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,3/1/18 22:36,3/1/18 17:39,Dealer Inspire,Jonathan Williams,Holder,John Estrada,Hoque,,ryan15@johnston-roberts.com,,2018,Honda,CR-V,7FARW2H99JE018623,8H538SS,3/1/18 15:24,FALSE,TRUE,FALSE
4282,Sold,Internet,1,4/27/18 20:35,4/27/18 20:35,Edmunds Price Promise,Francisco Romero,Pena,Jonathan Williams,Briody,,crystalmorales@johnston-roberts.com,,2018,Honda,Accord,1HGCV1F54JA124678,8H844,4/29/18 14:43,FALSE,TRUE,FALSE
4282,Sold,Internet,1,6/30/18 14:55,6/30/18 14:55,Edmunds Price Promise,Norma Fisher,Ramey,James Phillips,Zirkel,,vreed@faulkner-howard.com,,2018,Honda,CR-V,7FARW2H82JE064916,8H1209,6/30/18 19:58,FALSE,FALSE,FALSE
4282,Sold,Phone,3,6/30/18 16:15,6/30/18 16:15,Google Page,Frederick Harrell,LeDuc,Jeremy White,Ngouv,,juliewilkinson@gomez.org,,2018,Honda,Pilot,5FNYF6H50JB027691,8H825,6/30/18 17:22,FALSE,FALSE,FALSE
4282,Sold,Phone,3,9/8/18 17:05,9/8/18 17:05,Atamian Website Sales,Francisco Romero,Pena,Kaitlin Gregory,Dooling,K,erika54@gomez.org,,2018,Honda,CR-V,2HKRW6H34JH221273,8H1186S,9/8/18 18:51,TRUE,TRUE,FALSE
4282,Sold,Walk-in,2,12/16/18 21:50,4/14/24 15:44,Repeat Customer,Jerome Page,Matevosyan,Kaitlin Gregory,Hillson,Robert,thomas79@johnston-roberts.com,,2025,Honda,Pilot,5FNYG1H30SB009823,4H937S,4/14/24 17:22,FALSE,FALSE,FALSE
4282,,,,12/17/18 23:03,,,Francisco Romero,Pena,Lisa Baker,Hillson,Marie,thomas79@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,1/29/19 1:50,10/19/23 19:01,Service Drive,Francisco Romero,Pena,Richard Pham,Shillinglaw,K,robert10@johnston-roberts.com,collinsshelia@johnston-roberts.com,2024,Honda,Odyssey,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,2/5/19 18:31,1/31/23 19:03,Dealer Inspire Credit App:Partial,Theresa Mays,Marinos,Kevin Taylor,Finer,G,christinethomas@gomez.org,,2019,Honda,HR-V,3CZRU6H33KG709530,LB6087,2/13/23 14:55,FALSE,FALSE,FALSE
4282,Lost,Phone,3,2/7/19 4:48,7/3/22 21:02,Service Drive,Jessica Thompson,Ferreira,Michael Moore,Dang,,codyblack@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,,,,3/15/19 11:50,,,Norma Fisher,Ramey,Jacob Watson,Patel,C,utorres@johnston-roberts.com,austin00@johnston-roberts.com,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,3/26/19 5:54,4/10/24 22:41,Cargurus,Jerome Page,Matevosyan,Jeffrey King,Graham,R,paula36@dennis.biz,paula36@dennis.biz,2021,Honda,Pilot,5FNYF6H31MB037603,4H901-1,4/14/24 19:09,FALSE,FALSE,FALSE
4282,Lost,Internet,1,3/30/19 15:41,1/23/24 22:37,Ready Automotive Marketing,Elizabeth Houston,Lemus,Claudia Douglas,Palumbo,,shelbylong@johnston-roberts.com,,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Phone,3,5/7/19 16:05,4/16/24 18:26,Atamian Honda Website,Ronald Garcia,Calcano,Matthew Webster,Oliveira,Monteiro,randalldouglas@johnston-roberts.com,,2023,Honda,HR-V,3CZRZ2H52PM706560,4H1142-1,4/18/24 4:00,FALSE,FALSE,FALSE
4282,Bad,Phone,3,5/17/19 2:55,6/16/23 18:41,Vin Equity Mining Campaign,Frederick Harrell,Desrochers,John Smith,Winnett,,sarahsnow@hernandez-harris.org,sarahsnow@hernandez-harris.org,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,6/13/19 4:21,5/15/23 20:03,Service Drive,Jonathan Williams,Holder,Richard Pham,Gallant,,derrickhernandez@johnston-roberts.com,,,,,,,,FALSE,TRUE,FALSE
4282,,,,7/25/19 13:02,,,Theresa Mays,Marinos,Jennifer Moses,Knicely,,calderondaniel@moon.com,,,,,,,,FALSE,FALSE,FALSE
4282,,,,8/20/19 16:32,,,Emily Blair,Alhado,Mark Morgan,Bousquet,,sortiz@moon.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,8/30/19 18:10,7/15/23 14:49,Location,Frederick Harrell,Desrochers,Robert Hubbard,Alper,Lynn,ernestlucas@moon.com,,2023,Honda,Pilot,5FNYG1H88PB039087,3H806,7/25/23 21:42,FALSE,FALSE,FALSE
4282,Sold,Internet,1,9/14/19 21:04,5/24/22 20:27,Auto Alert,Jonathan Williams,Holder,Kathryn Davis,Fredrickson,H,watsonkyle@johnston-roberts.com,,2022,Honda,CR-V,2HKRW2H80NH644779,2H846,6/1/22 21:47,FALSE,FALSE,FALSE
4282,,,,10/15/19 19:04,,,John Lamb,Perez,Tyler Anderson,Morales,,mary10@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,10/20/19 18:39,10/18/22 20:22,Referral,Jonathan Williams,Holder,Katherine Elliott,Costa,John,daniel00@butler.com,,2022,Honda,Civic,19XFL2H83NE023973,2H1221,11/1/22 22:18,FALSE,FALSE,FALSE
4282,Sold,Internet,1,11/6/19 22:16,11/6/19 22:16,Dealer Inspire,Jonathan Williams,Holder,Cameron Morales,Sado,,sarah82@johnston-roberts.com,,2020,Honda,Insight,19XZE4F57LE001838,0H103,11/9/19 14:56,FALSE,FALSE,FALSE
4282,Sold,Phone,3,11/30/19 22:52,11/30/19 22:52,Atamian Honda Website,Francisco Romero,Pena,Benjamin Taylor,Turkovich,M,ywang@wyatt.com,,2019,Honda,Odyssey,5FNRL6H5XKB084897,0H017S,12/1/19 18:24,FALSE,FALSE,FALSE
4282,Sold,Internet,1,12/23/19 20:55,12/23/19 20:55,Edmunds,Michael Ellis,Genao,Caroline Smith,Sane,,matthew65@johnston-roberts.com,matthew65@johnston-roberts.com,2020,Honda,Odyssey,5FNRL6H50LB004119,0H024,1/15/20 0:21,FALSE,FALSE,FALSE
4282,Sold,Phone,3,1/2/20 22:00,9/20/22 16:46,Auto Alert,Michael Ellis,Genao,Kelly Haynes,Huard,Renee,pnavarro@johnston-roberts.com,,2023,Honda,HR-V,3CZRZ2H31PM719959,3H074,12/2/22 0:18,FALSE,TRUE,FALSE
4282,Active,Phone,3,1/18/20 21:22,8/9/23 15:33,Service Drive,Leslie Herring,Vaz,Melissa Hicks,Gemmill,,howeandrea@johnston-roberts.com,joeljackson@johnston-roberts.com,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,1/24/20 19:00,12/21/22 21:27,Auto Alert,Jerome Page,Matevosyan,Anthony Knight,Mellonakos,,ywallace@ford-becker.biz,,2020,Honda,Civic,2HGFC2F64LH513892,LB6067,12/21/22 23:05,FALSE,FALSE,FALSE
4282,Active,Internet,1,1/25/20 20:30,4/15/24 20:10,EDMUNDS TRADE IN,Anthony Ruiz,Perez,Lawrence Mason,Tyrie,,richardsharp@johnston-roberts.com,,1900,None,None,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,3/9/20 14:34,10/27/22 20:22,Hds Program Lead - Get E-Price,Emily Blair,Alhado,Daniel Brewer,Pino,,sawyercharles@johnston-roberts.com,,2022,Honda,Accord,1HGCV2F37NA017716,2H1124,11/1/22 23:26,FALSE,FALSE,FALSE
4282,Sold,Phone,3,4/27/20 14:42,8/14/23 15:04,Repeat Customer,Francisco Romero,Pena,Mrs. Angela Allen,Sawicki,O,kellyjessica@gomez.org,,2024,Honda,HR-V,3CZRZ2H78RM726123,4H192,10/25/23 16:12,FALSE,FALSE,FALSE
4282,Lost,Internet,1,4/30/20 15:44,4/17/24 18:22,Edmunds,Heather Welch,Buonopane,Justin Collins,Patel,,rallen@johnston-roberts.com,,2024,Honda,Odyssey,5FNRL6H69RB042448,4H1041,,FALSE,FALSE,FALSE
4282,,,,5/28/20 19:10,,,Jerome Page,Matevosyan,Larry Cox,Kim,,villajon@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Active,Phone,3,5/29/20 13:13,4/13/24 17:09,Repeat Customer,Frederick Harrell,Desrochers,William Bruce,Beauregard,C,hrodriguez@johnston-roberts.com,,2024,Honda,CR-V Hybrid,2HKRS6H84RH807183,4H937,,FALSE,TRUE,FALSE
4282,Sold,Import,4,6/20/20 13:59,12/22/06 0:00,DMS Sales,Emily Blair,Alhado,Molly Johnson,Ford,,twright@johnston-roberts.com,,2007,Volkswagen,Jetta,3VWBJ71K97M060068,7V133S,12/22/06 5:00,FALSE,FALSE,FALSE
4282,Sold,Internet,1,6/20/20 16:53,6/20/20 16:53,Dealer Inspire,Norma Fisher,Ramey,Andrew Lowery,O'donnell,,joshuapatterson@wyatt.com,,2020,Honda,HR-V,3CZRU6H54LM701778,0H726,6/21/20 18:31,FALSE,FALSE,FALSE
4282,Sold,Internet,1,7/11/20 2:55,7/11/20 2:55,Unknown,Michael Ellis,Genao,Jason Carroll,Zabbo,,zhudson@johnston-roberts.com,,2020,Honda,CR-V,2HKRW2H5XLH650088,0H856,7/11/20 16:09,FALSE,FALSE,FALSE
4282,Sold,Phone,3,7/20/20 23:36,4/11/23 20:36,Auto Alert,Jonathan Williams,Holder,John Smith,De Carvalho,Bueno,ajames@moon.com,michaelbautista@lopez.com,2023,Honda,Ridgeline,5FPYK3F71PB030694,3H556S,4/11/23 23:37,FALSE,FALSE,FALSE
4282,Sold,Phone,3,7/29/20 15:28,3/20/24 18:05,Location,Frederick Harrell,Desrochers,Robert Garcia,Tout,James,kingchristine@gomez.org,,2019,Honda,Pilot,5FNYF6H56KB099710,4H973-1,3/21/24 15:30,FALSE,FALSE,FALSE
4282,Lost,Phone,3,8/10/20 0:46,5/30/21 17:37,Referral,Michael Ellis,Genao,Craig Giles,Acosta,,millerheather@johnston-roberts.com,vvang@johnston-roberts.com,2021,Honda,Accord Sedan,1HGCV2F94MA016672,1H810,,TRUE,TRUE,FALSE
4282,Sold,Import,4,8/13/20 14:59,6/30/07 0:00,DMS Sales,Michael Ellis,Genao,Brandon Weaver,Mclaughlin,C,dominique20@browning.com,cynthiatran@duncan.net,2007,Honda,Accord,1HGCM56757A178687,7H1047,6/30/07 4:00,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,8/13/20 16:29,9/29/18 16:42,Location,Frederick Harrell,LeDuc,James Phillips,Adamson,J,felicia00@thompson-stafford.com,,2015,Acura,TLX,19UUB3F50FA004845,JC5059,9/29/18 17:05,FALSE,FALSE,FALSE
4282,Lost,Phone,3,8/22/20 23:47,10/19/22 16:27,Service Drive,Emily Blair,Alhado,Nicole Carter,Martin,,tracy00@johnston-roberts.com,,2020,Honda,Odyssey,5FNRL6H7XLB039753,TS6011,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,9/9/20 0:15,12/2/22 13:38,Auto Alert,Francisco Romero,Pena,Tina Ward,Dade,,ofinley@gomez.org,,2020,Honda,Pilot,5FNYF6H59LB042127,JC6018,,FALSE,FALSE,FALSE
