dealerid,leadstatustypename,LeadTypeName,LeadTypeID,CustomerCreatedUTC,LeadCreatedUTC,leadsourcename,SalesPersonFirstName,SalesPersonLastName,firstname,lastname,middlename,email,emailalt,VehicleYear,VehicleMake,VehicleModel,VehicleVIN,VehicleStockNumber,SoldDateUTC,DoNotCall,DoNotEmail,DoNotMail
4282,,,,11/23/12 0:50,,,Jessica Thompson,Ferreira,Ariel Nash,Ferreira,,bburton@moon.com,,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Phone,3,3/5/13 2:37,4/5/24 13:50,Service Drive,Benjamin Shelton,Moronta,Jesse Sparks,Cronin,,dennis85@johnston-roberts.com,,2024,Honda,HR-V,3CZRZ2H79RM764556,4H930,4/10/24 20:23,FALSE,FALSE,FALSE
4282,Sold,Internet,1,5/31/13 14:25,12/22/17 5:05,Dealer Inspire,Norma Fisher,Ramey,Christopher York,Dlugove,R,williamserin@moon.com,williamserin@moon.com,2018,Honda,Accord,1HGCV1F10JA044520,8H238,12/23/17 18:42,FALSE,TRUE,FALSE
4282,,,,6/6/13 14:44,,,Theresa Mays,Marinos,Amanda Curry,Braxten,,iwatson@lawson.info,iwatson@lawson.info,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,7/18/13 16:05,4/2/12 16:44,Sales,Emily Blair,Alhado,James Carter,Serrano,,edwardcook@johnston-roberts.com,,2012,Honda,Accord,1HGCP2F31CA132089,2H1079,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,7/28/13 17:24,5/31/22 22:27,Service Drive,Frederick Harrell,LeDuc,Michelle Morgan,Harkin,,williamsfrank@johnston-roberts.com,michael82@gomez.org,2022,Honda,CR-V Hybrid,5J6RT6H85NL044734,2H1012,8/2/22 22:23,FALSE,FALSE,FALSE
4282,Active,Walk-in,2,8/13/13 16:38,4/6/24 18:08,Location,Jessica Thompson,Ferreira,John Allen,Vozzella,Charles,parkermelody@wyatt.com,parkermelody@wyatt.com,2024,Honda,Passport,5FNYF8H67RB011018,4H1042,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,11/9/13 16:35,3/12/23 15:44,Honda Website,Elizabeth Houston,Lemus,Brian Hoffman,Ajao,,zwells@johnston-roberts.com,,2023,Honda,Pilot,5FNYG1H59PB018352,3H485,,FALSE,TRUE,FALSE
4282,,,,1/19/14 20:23,,,Emily Blair,Alhado,Gwendolyn Mendoza,Miller,,tsimmons@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,6/7/14 17:31,9/23/19 16:41,Service Drive  Auto Alert,Norma Fisher,Ramey,Michael Moore,Gentile,R,courtneybennett@johnston-roberts.com,courtneybennett@johnston-roberts.com,2015,Honda,Pilot,5FNYF4H54FB041458,9H1429S2,10/7/19 21:27,FALSE,FALSE,FALSE
4282,Sold,Internet,1,8/16/14 18:15,4/8/24 19:21,"Carfax, Inc",Jerome Page,Matevosyan,Elizabeth Houston,Beggan,V,joneschristopher@gomez.org,joneschristopher@gomez.org,2024,Honda,CR-V,2HKRS4H77RH476806,4H1143,4/8/24 22:22,FALSE,TRUE,FALSE
4282,Sold,Walk-in,2,8/27/14 23:29,2/1/23 20:40,Repeat Customer,Frederick Harrell,LeDuc,Amy Smith,Bouley,L,shawkins@gomez.org,ymora@moon.com,2023,Honda,CR-V,2HKRS4H48PH412549,3H264,2/1/23 21:54,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,11/29/14 14:13,4/6/24 19:44,Repeat Customer,Francisco Romero,Pena,Meghan Henderson,Edwards,J,jeffrey49@gomez.org,ryanhoward@wyatt.com,2024,Honda,Odyssey,5FNRL6H92RB030359,4H764,4/6/24 20:27,FALSE,FALSE,FALSE
4282,,,,12/8/14 14:10,,,Jerome Page,Matevosyan,Scott Miles,Baranowski,,mgoodwin@moon.com,mgoodwin@moon.com,,,,,,,FALSE,TRUE,FALSE
4282,Active,Phone,3,1/13/15 14:48,4/4/24 20:58,Location,Jessica Thompson,Ferreira,James Clark,Vereker,,,,2024,Honda,CR-V,2HKRS4H48RH479249,4H724SS,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,2/14/15 18:01,6/28/17 17:40,Atamian Honda Website,Frederick Harrell,LeDuc,Jason Carroll,Njogu,W,shealaura@gomez.org,danielellis@gomez.org,2017,Honda,Accord,1HGCR2F30HA146681,7H243S,6/28/17 18:41,FALSE,TRUE,FALSE
4282,,,,2/28/15 16:03,,,Ronald Garcia,Calcano,Katherine Elliott,Slowe,,frich@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,3/20/15 15:23,11/3/23 14:00,Service Drive,Emily Blair,Alhado,Stacy Bass,Duah,P,mreid@johnston-roberts.com,,2023,Honda,CR-V,7FARS4H75PE008282,3H1036-1,11/3/23 15:35,FALSE,FALSE,FALSE
4282,Bad,Internet,1,5/14/15 18:03,4/1/24 23:09,Thirdparty Honda -,Leslie Herring,Vaz,Tara Smith,Alamgir,,nancymorrison@estes.com,,2024,Honda,Pilot,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,7/30/15 16:42,4/4/24 11:43,EDMUNDS TRADE IN,Leslie Herring,Vaz,James Phillips,Gallagher,,perezbilly@roman.com,blakeshane@stark.org,1900,None,None,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,8/20/15 13:08,6/3/15 22:13,Pilot Model Launch Ahm,Norma Fisher,Ramey,Rebecca Melton,Macdonald,,gschmitt@estes.com,gregorylinda@santana-shaw.org,2015,Honda,CR-V,5J6RM4H72FL087910,5H1407,8/21/15 4:00,FALSE,FALSE,FALSE
4282,Active,Phone,3,9/22/15 19:59,4/8/24 20:37,Service Drive,John Lamb,Perez,Wanda Burgess,Robinson,,keithsantana@moon.com,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,11/2/15 21:38,10/20/19 23:39,Thirdparty,Elizabeth Houston,Lemus,William Bruce,Pacheco,,olawson@gomez.org,olawson@gomez.org,2019,Honda,CR-V,,,,FALSE,FALSE,FALSE
4282,Bad,Internet,1,11/16/15 17:55,4/15/24 7:53,Thirdparty Honda -,Francisco Romero,Pena,Rebecca Sandoval,Ober,Jonathan,yangkevin@johnston-roberts.com,,2024,Honda,Civic,,,,FALSE,FALSE,FALSE
4282,Sold,Import,4,2/1/16 20:47,9/29/07 0:00,DMS Sales,Elizabeth Houston,Lemus,John Allen,Obrien,W,marvin74@johnston-roberts.com,marvin74@johnston-roberts.com,2007,Honda,Odyssey,5FNRL38607B454320,7H1217,9/29/07 4:00,FALSE,TRUE,FALSE
4282,Active,Walk-in,2,2/8/16 19:48,4/4/24 13:06,Repeat Customer,Ronald Garcia,Calcano,Elizabeth Russell,Luna,L,pbrown@gomez.org,johnblair@gomez.org,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,2/26/16 16:26,11/21/23 20:56,Service Drive,Jonathan Williams,Holder,Tom Olson,Astuti,,travisboyer@johnston-roberts.com,,2024,Honda,CR-V,2HKRS4H43RH445221,4H528,,FALSE,FALSE,FALSE
4282,,,,3/12/16 15:36,,,Jonathan Williams,Holder,Megan Hernandez,Dasilva,,robert97@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,7/1/16 20:13,4/4/24 18:51,EDMUNDS TRADE IN,Anthony Ruiz,Perez,Andrew Williamson,Phann,,daniel85@gomez.org,,1900,None,None,,,,FALSE,FALSE,FALSE
4282,,,,7/28/16 18:25,,,Frederick Harrell,LeDuc,Richard Waters,Jaider,,ibarrachelsea@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,9/10/16 17:28,11/1/18 16:12,Referral,Michael Ellis,Genao,Mark Morgan,Cavanaugh,,kristina26@montes.org,,2015,Honda,Accord,1HGCR2F75FA273121,RL5084,11/1/18 16:48,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,9/23/16 18:58,9/23/16 18:58,Repeat Customer,Jonathan Williams,Holder,Sydney Brennan,Kennedy,,stonekristen@faulkner-howard.com,,2016,Honda,CR-V,2HKRM4H79GH687920,6H1678,9/23/16 4:00,FALSE,FALSE,FALSE
4282,,,,10/20/16 12:17,,,Frederick Harrell,LeDuc,Richard Wallace,Jermany,,stanleyclarke@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,1/8/17 19:35,1/8/17 19:35,Thirdparty,Frederick Harrell,LeDuc,Andrew Villa,Sak,,bscott@johnston-roberts.com,,2016,Honda,Pilot,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,1/12/17 23:16,10/31/23 14:41,Service Drive,John Lamb,Perez,Mary Armstrong,Hammer,,jerryfrank@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,2/20/17 19:27,2/20/17 17:04,Repeat Customer,Emily Blair,Alhado,Lori Shaw,Sacco,,hhunter@faulkner-howard.com,,2017,Honda,CR-V,5J6RW2H51HL014396,7H480,2/20/17 5:00,FALSE,FALSE,FALSE
4282,Sold,Phone,3,2/24/17 18:23,7/29/23 16:56,Service Drive,Frederick Harrell,LeDuc,Steven Henderson,Joyner,Michelle,wallsrobert@johnston-roberts.com,wallsrobert@johnston-roberts.com,2023,Honda,Pilot,5FNYG1H39PB052869,3H946,8/1/23 17:10,FALSE,FALSE,FALSE
4282,Lost,Phone,3,2/27/17 19:54,2/27/17 19:59,Service,Francisco Romero,Pena,Raymond Navarro,Nelson,,moodyryan@johnston-roberts.com,moodyryan@johnston-roberts.com,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Walk-in,2,3/21/17 21:26,3/21/17 21:32,Location,John Lamb,Perez,Jonathan Shields,Shaikh,,jennifer15@faulkner-howard.com,,2014,Honda,Odyssey,5FNRL5H67EB081737,7H266SS1,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,3/26/17 16:21,7/12/19 14:41,Auto Alert,John Lamb,Perez,Ian Johnson,Guerrero-Baez,,gregory35@moon.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Internet,1,3/28/17 16:23,3/21/17 22:29,Truecar/Truecar,Norma Fisher,Ramey,Steven Clark,Ross,,donnadennis@moon.com,donnadennis@moon.com,2017,Honda,Accord,1HGCR2F38HA137906,7H442,3/23/17 4:00,FALSE,FALSE,FALSE
4282,,,,4/5/17 17:58,,,Jonathan Williams,Holder,Nicole Carter,Finn-Conlon,,,,,,,,,,FALSE,TRUE,FALSE
4282,Lost,Internet,1,4/19/17 21:04,4/19/17 21:04,Truecar/Truecar,John Lamb,Perez,Tasha Hall,Ekram,,jacobrodriguez@gomez.org,,2017,Honda,CR-V,,,,FALSE,TRUE,FALSE
4282,,,,5/14/17 17:40,,,Frederick Harrell,LeDuc,Tyler Anderson,On,,michaelkennedy@johnston-roberts.com,kenneth85@gomez.org,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Walk-in,2,5/30/17 17:26,5/30/17 17:26,Referral,Frederick Harrell,LeDuc,Willie Garcia,Rogers,,eric22@johnston-roberts.com,,2017,Honda,Civic,19XFC2F56HE202490,7H263,5/30/17 14:09,FALSE,FALSE,FALSE
4282,Sold,Internet,1,6/24/17 20:55,5/10/23 15:11,Honda Website,Frederick Harrell,LeDuc,Laura Myers,Long,Jean,lesliesanchez@gomez.org,,2023,Honda,CR-V Hybrid,5J6RS6H99PL006616,3H628SS,5/10/23 19:46,FALSE,FALSE,FALSE
4282,Active,Phone,3,7/1/17 14:14,4/5/24 13:14,ready automotive mailer,Frederick Harrell,LeDuc,Donna Barnes,Mercier,Francis,,,2024,Honda,HR-V,3CZRZ2H38RM768126,4H1015,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,7/7/17 5:50,10/7/17 3:40,Truecar/Employee Buying Program,Frederick Harrell,LeDuc,Carlos Smith,Chhom,,parkdavid@johnston-roberts.com,,2017,Honda,Accord,1HGCR2F11HA291565,7H1475,10/8/17 15:57,FALSE,FALSE,FALSE
4282,Sold,Phone,3,8/5/17 19:06,12/20/23 20:50,Referral,Frederick Harrell,LeDuc,Jason House,Bellerose,Ann,wevans@johnston-roberts.com,,2023,Honda,Passport,5FNYF8H67PB043089,4H478SS,12/20/23 21:36,FALSE,TRUE,FALSE
4282,Lost,Internet,1,8/28/17 18:24,12/13/23 20:59,EDMUNDS TRADE IN,Jeremy Wood,Torra,Dwayne Howard,Bryan,,bennettalan@johnston-roberts.com,,2023,Honda,Ridgeline,5FPYK3F79PB063927,3H1053,,FALSE,FALSE,FALSE
4282,,,,9/5/17 15:05,,,Ronald Garcia,Calcano,Stephanie Alexander,Ajama,,kelly71@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Phone,3,12/7/17 22:49,12/6/17 21:28,Google Page,Frederick Harrell,LeDuc,Laura Myers,Privetera,,laurahill@stark.org,lauragriffin@stark.org,2018,Honda,Accord,1HGCV1F53JA106480,8H662,,FALSE,TRUE,FALSE
4282,Active,Phone,3,1/30/18 19:33,4/3/24 20:35,Service Drive,Elizabeth Houston,Lemus,Randall Reynolds,Choi,,susanpeterson@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,2/12/18 4:32,3/11/24 12:51,Dealer Inspire Credit App:Partial,Heather Welch,Buonopane,Paul Phillips,Howard,,amontgomery@gomez.org,,2024,Honda,CR-V,2HKRS4H46RH475748,4H788S,,FALSE,FALSE,FALSE
4282,,,,2/12/18 21:25,,,Theresa Mays,Marinos,Brian Irwin,Mao,,amy26@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,2/15/18 13:40,8/17/22 15:33,Lease Loyalty Mailer,Jonathan Williams,Holder,Kaitlin Gregory,Lopez,,amysullivan@gomez.org,amysullivan@gomez.org,2022,Honda,Civic Si,2HGFE1E56NH476246,2H1153,9/2/22 0:23,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,5/27/18 19:46,8/8/20 15:10,Repeat Customer,Frederick Harrell,Desrochers,Alison Nelson,Medrano,,smithraymond@johnston-roberts.com,,2020,Honda,Pilot,5FNYF6H56LB038777,0H804S,8/8/20 16:35,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,6/11/18 16:47,4/22/21 17:48,Repeat Customer,Jonathan Williams,Holder,Michelle Wallace,Smith,P,michael39@wyatt.com,johnsonlaura@johnston-roberts.com,2021,Honda,CR-V,2HKRW2H5XMH622843,1H466,4/22/21 18:37,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,6/29/18 17:41,6/29/18 17:41,Google Page,Michael Ellis,Genao,Gerald Moreno,Krch,,pamelagill@moon.com,,2018,Honda,CR-V,2HKRW2H80JH655324,8H1203,6/30/18 14:06,FALSE,FALSE,FALSE
4282,,,,7/30/18 12:41,,,Jonathan Williams,Holder,Scott Campbell,Pelosi,,audreyburton@faulkner-howard.com,,,,,,,,FALSE,FALSE,FALSE
4282,Active,Internet,1,7/30/18 18:10,1/19/24 20:04,Prologue Pre-Sale Ahm,Benjamin Shelton,Moronta,Jennifer Walters,Patel,,yfigueroa@johnston-roberts.com,,2024,Honda,Prologue,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,8/9/18 13:51,8/4/23 12:26,Service Drive,Frederick Harrell,Desrochers,Jeremy Carroll,Mc Hugh,Ann,ericterry@johnston-roberts.com,,2022,Honda,Civic,2HGFE2F28NH589996,3H599-1,8/4/23 22:48,FALSE,FALSE,FALSE
4282,Sold,Internet,1,8/18/18 1:10,8/18/18 1:10,Unknown,John Lamb,Perez,Kevin Taylor,Gallella,,michael76@wyatt.com,,2018,Honda,CR-V,7FARW2H57JE075402,8H1333,8/20/18 16:52,FALSE,FALSE,FALSE
4282,Active,Internet,1,9/2/18 6:01,4/4/24 18:34,EDMUNDS TRADE IN,Anthony Ruiz,Perez,John Mason,Zia,,dpearson@johnston-roberts.com,dpearson@johnston-roberts.com,1900,None,None,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,9/3/18 14:02,8/29/18 16:19,Location,John Lamb,Perez,Elizabeth Houston,Slezas,J,vevans@johnston-roberts.com,nwilliams@johnston-roberts.com,2019,Honda,Odyssey,5FNRL6H70KB019140,9H029,8/29/18 17:41,FALSE,FALSE,FALSE
4282,Active,Phone,3,10/5/18 15:37,2/3/24 18:16,AMP - Opportunity List,Jessica Thompson,Ferreira,Henry Myers,Moore,,mathistiffany@johnston-roberts.com,,2024,Honda,Civic Hatchback,19XFL2H84RE014205,4H667,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,10/25/18 20:33,10/25/18 17:01,Truecar (Zag),John Lamb,Perez,Angela Avery,Panagopoulos,,csmith@faulkner-howard.com,donaldberry@oliver.com,2018,Honda,Accord,1HGCV1F17JA231625,8H1502,10/25/18 17:55,FALSE,TRUE,FALSE
4282,,,,11/14/18 18:52,,,Jonathan Williams,Holder,Jeffrey Moran,Chhun,,ajackson@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,,,,12/8/18 15:12,,,Theresa Mays,Marinos,Melissa Hernandez,Pal,,alexandriaanderson@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,12/12/18 18:53,8/8/22 15:24,Referral,Jerome Page,Matevosyan,Jill Clarke,Leng,,fsimmons@johnston-roberts.com,,2020,Honda,Civic,2HGFC2F87LH587535,JC5989,8/8/22 16:44,FALSE,FALSE,FALSE
4282,Lost,Internet,1,2/13/19 18:47,4/5/24 20:03,EDMUNDS TRADE IN,Theresa Mays,Marinos,Daniel Gonzalez,Bharti,Kumar,brendawilliams@johnston-roberts.com,,2024,Honda,CR-V,2HKRS4H43RH477098,4H1157,,FALSE,FALSE,FALSE
4282,Lost,Internet,1,2/27/19 17:08,4/6/24 12:44,Truecar/Lifecare,Anthony Ruiz,Perez,David Miller,Parsons,,michaelpaul@faulkner-howard.com,jesseevans@gomez.org,2024,Honda,CR-V,,,,FALSE,TRUE,FALSE
4282,,,,3/13/19 19:52,,,Jonathan Williams,Holder,Sean Walton,Machado,,robert08@gomez.org,,,,,,,,FALSE,FALSE,FALSE
4282,Lost,Walk-in,2,4/21/19 22:40,8/6/23 18:40,Service,Jeremy Wood,Torra,Mariah Payne,Jeon,K,fcarpenter@johnston-roberts.com,williamsfrancisco@padilla-lewis.com,2020,Honda,Ridgeline,5FPYK3F71LB001674,3H868S-1,,FALSE,TRUE,FALSE
4282,Sold,Internet,1,5/20/19 20:07,7/23/23 18:59,Thirdparty Honda,John Lamb,Perez,Matthew Taylor,Osorno,,mbecker@johnston-roberts.com,,2024,Honda,CR-V Hybrid,5J6RS6H51RL003094,4H093,7/31/23 20:53,FALSE,FALSE,FALSE
4282,,,,5/29/19 4:19,,,Francisco Romero,Pena,Thomas Chavez,Nazarro,,,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Phone,3,5/31/19 14:09,1/19/22 0:14,Service Drive,Frederick Harrell,Desrochers,Michael Moore,Thompson,A,charlene91@johnston-roberts.com,,2022,Honda,HR-V,3CZRU6H11NM769343,2H690,5/23/22 15:47,FALSE,FALSE,FALSE
4282,Lost,Internet,1,7/24/19 18:01,7/24/19 18:01,Dealer Inspire,Norma Fisher,Ramey,Erica Bryant,Wong,,jonathan80@johnston-roberts.com,,2019,Honda,Civic Si,2HGFC1E5XKH707358,9H1354,,FALSE,TRUE,FALSE
4282,,,,8/8/19 19:14,,,Jonathan Williams,Holder,Bobby Berg,Koy,,jacob34@johnston-roberts.com,,,,,,,,FALSE,FALSE,FALSE
4282,Sold,Walk-in,2,8/29/19 18:09,1/8/24 20:32,Repeat Customer,Jerome Page,Matevosyan,Nancy Collins,Baez,Maria,wscott@moon.com,,2024,Honda,CR-V,2HKRS4H79RH437229,4H397,1/9/24 21:51,FALSE,FALSE,FALSE
4282,Lost,Phone,3,10/24/19 17:56,4/9/24 23:22,Service Drive,Anthony Ruiz,Perez,Cynthia Torres,Cyr,,smithtyler@estes.com,,,,,,,,FALSE,TRUE,FALSE
4282,Sold,Phone,3,11/5/19 14:19,3/12/20 17:57,Service,Jerome Page,Matevosyan,Thomas Jenkins,Howe,,hstevens@johnston-roberts.com,,2010,Honda,CR-V,5J6RE4H3XAL076897,0H409-1,3/14/20 15:26,FALSE,FALSE,FALSE
4282,Active,Walk-in,2,11/30/19 20:58,4/6/24 20:45,Atamian Website Sales,Ronald Garcia,Calcano,David Mckenzie,Sakunala,Kumari,robertcalhoun@gomez.org,,2024,Honda,CR-V Hybrid,5J6RS6H57RL031756,4H926S,,FALSE,FALSE,FALSE
4282,Lost,Walk-in,2,12/7/19 16:52,4/2/24 18:39,Repeat Customer,Frederick Harrell,Desrochers,Billy Simmons,Essien,Amaning,lwilliams@moon.com,,2017,Honda,Accord Sedan,1HGCR2F3XHA199954,4H568-3,,FALSE,FALSE,FALSE
